build_id,duration
326918946,78
327223002,65
327310978,93
327331137,101
327349047,125
329065044,79
329262838,116
329268456,91
329875020,101
329907444,224
331982694,129
331982716,142
339253927,81
339627387,76
348772529,112
352398403,94
352413567,59
361568996,221
361591040,248
361594960,227
365200936,90
365779982,79
365837046,74
366151157,75
367148535,70
367259333,78
367265319,65
367266200,240
367266878,235
367269181,236
367270235,220
367282470,229
367289462,226
367289464,244
367308954,60
367322409,90
368203468,229
368285076,85
372729998,104
372759260,108
372760171,97
372775218,108
372775220,133
373338163,95
373720211,88
374472948,101
374994200,88
376359876,90
378195532,92
381466987,107
381467143,118
381467145,93
381816170,87
382586908,105
387890840,86
387890863,93
388906190,77
395066480,199
395492920,133
397028259,82
397442802,213
397467744,74
397698313,181
397699687,211
397716730,95
397801115,90
398044646,48
398045603,83
402208327,96
402220649,87
402224790,88
402230353,96
402247111,109
402247090,228
405762602,78
405802787,88
405969358,77
405992888,81
405993505,94
406073426,86
406305001,194
406572383,102
407284892,213
407598795,150
407986215,138
407987579,92
408552368,78
408557138,103
408566525,78
408567512,108
410263006,170
410391155,85
413195936,70
413722577,213
413728780,84
414037582,83
414049904,91
414090966,81
414095400,72
414097079,105
414592070,1007
415528943,116
415535730,174
415538526,329
415538684,263
415538621,306
415538734,348
415538805,361
